publicacion_id,sku,titulo,marca,modelo,origen_modelo,variantes_en_familia
MLA2067297117,688,Moneda Uruguay 2 Centésimos 1936,Genérica,KM# 20,referencia,1
MLA2067297121,346,Moneda Francia 5 Centimes 1916,Genérica,KM# 842,referencia,1
MLA2067297127,560,Moneda Noruega 10 Øre 1946,Genérica,KM# 383,referencia,1
MLA2067297129,14,Moneda Argentina 2 Centavos 1884,Genérica,CJ# 26,referencia,2
MLA2067297135,687,Moneda Uruguay 2 Centésimos 1924,Genérica,KM# 20,referencia,1
MLA2067297139,282,Moneda Tailandia 2 Baht 2015,Genérica,Y# 445,referencia,1
MLA2067297145,386,Moneda Estados Unidos 1/2 Dollar 1971,Genérica,KM# 202b,referencia,1
MLA2067297147,365,Moneda Argentina 20 Centavos 1882,Genérica,CJ# 19,referencia,2
MLA2067297151,819,Moneda Chile 1 Peso 1924,Genérica,KM# 152.6,referencia,1
MLA2067297153,140,Moneda Uruguay Peso 1942,Genérica,KM# 30,referencia,2
MLA2067297157,642,Moneda Argentina 2 Centavos 1946,Genérica,CJ# 180,referencia,2
MLA2067297159,680,Moneda Reino Unido Penny 1872,Genérica,KM# 755,referencia,1
MLA2067297161,397,Moneda Perú 1 Sol 2017,Genérica,1 Sol,valor facial (referencias distintas),3
MLA2067297167,34,Moneda Argentina 20 Centavos 1931,Genérica,CJ# 81,referencia,1
MLA2067297169,1142,Moneda Italia 1 Centesimo R 1900,Genérica,KM# 29,referencia,1
MLA2067297171,740,Moneda Argentina 5 Centavos 1907,Genérica,CJ# 138,referencia,2
MLA2067297173,1143,Moneda Italia 10 Centesimi R 1929,Genérica,KM# 60,referencia,1
MLA2067297179,28,Moneda Estados Unidos Cent 1863,Genérica,KM# 90,referencia,1
MLA2067297187,701,Moneda Costa Rica 5 Céntimos 1973,Genérica,KM# 184.3,referencia,1
MLA2067297195,213,Moneda Liberia 5 Cents 2000,Genérica,KM# 474,referencia,2
MLA2067297197,1319,Moneda Costa Rica 50 Céntimos 1983,Genérica,KM# 209,referencia,1
MLA2067297199,164,Moneda Suiza 10 Rappen 1903,Genérica,KM# 27,referencia,1
MLA2067297203,1064,Moneda Francia 20 Francos 1994,Genérica,KM# 1036,referencia,1
MLA2067297205,1299,Moneda Francia 25 Céntimos 1903,Genérica,KM# 855,referencia,1
MLA2067297209,304,Moneda Suecia 25 Ore 1979,Genérica,KM# 852,referencia,1
MLA2067297217,554,Moneda Uruguay 10 Centésimos 1877,Genérica,KM# 14,referencia,1
MLA2067297221,244,Moneda El Salvador Centavo 1989,Genérica,KM# 153a,referencia,1
MLA2067297225,774,Moneda Argentina 20 Centavos 1898,Genérica,CJ# 54,referencia,1
MLA2067297227,550,Moneda Argentina 2 Centavos 1884,Genérica,CJ# 26,referencia,2
MLA2067297231,146,Moneda Argentina 2 Centavos 1896,Genérica,CJ# 37,referencia,2
MLA2067297235,544,Moneda Argentina 20 Centavos 1882,Genérica,CJ# 19,referencia,2
MLA2067297237,759,Moneda Argentina 10 Centavos 1914,Genérica,CJ# 103,referencia,1
MLA2067297239,573,Moneda Bolivia 50 Centavos 1902,Genérica,KM# 175.1,referencia,2
MLA2067297247,498,Moneda Canadá 25 Cents 2000,Genérica,25 Cents,valor facial (referencias distintas),12
MLA2067297251,953,Moneda Transnistria 1 Kopeck 2000,Genérica,KM# 1,referencia,3
MLA2067297261,1139,Moneda Congo Belga Y Ruanda-urundi 5 Francos 1956,Genérica,KM# 3,referencia,1
MLA2067297263,1022,Moneda Reino Unido 1 Penny 1891,Genérica,KM# 754,referencia,1
MLA2067297265,568,Moneda Francia 10 Francos 1948,Genérica,K. 1909,referencia,1
MLA2067297267,1316,Moneda Argentina 10 Centavos 1883,Genérica,CJ# 23.1,referencia,1
MLA2067297269,770,Moneda Argentina 20 Centavos 1909,Genérica,CJ# 60,referencia,2
MLA2067297275,17,Moneda Argentina 2 Centavos 1885,Genérica,2 Centavos,valor facial (referencias distintas),2
MLA2067297285,332,Moneda Estados Unidos Cent 2009,Genérica,KM# 441,referencia,1
MLA2067297289,742,Moneda Argentina 5 Centavos 1908,Genérica,CJ# 139,referencia,1
MLA2067297293,415,Moneda Estados Unidos 1/4 Dólar 2001,Genérica,1/4 Dólar,valor facial (referencias distintas),7
MLA2067297297,581,Moneda Alemania 5 Pfennig 1906,Genérica,KM# 11,referencia,1
MLA2067297299,32,Moneda Estados Unidos Cent 1860,Genérica,KM# 90,referencia,1
MLA2067297303,271,Moneda Perú 10 Centavos 1940,Genérica,KM# 214.2,referencia,1
MLA2067297305,697,Moneda Paraguay 5 Céntimos 1944,Genérica,KM# 21,referencia,1
MLA2067297307,1285,Moneda Canadá 1 Dólar 2026,Genérica,Numista #579030,referencia,1
MLA2067297313,559,Moneda Venezuela 5 Céntimos 1945,Genérica,Y# 29a,referencia,1
MLA2067297315,760,Moneda Argentina 10 Centavos 1931,Genérica,CJ# 119,referencia,3
MLA2067297333,128,Moneda Antillas Holandesas Cent 1963,Genérica,KM# 1,referencia,1
MLA2067297339,1295,Moneda Dinamarca 1 Øre 1918,Genérica,KM# 812.1a,referencia,1
MLA2067297341,832,Moneda Argentina 5 Centavos 1936,Genérica,CJ# 166,referencia,1
MLA2067297345,371,Moneda Estados Unidos Cent 1905,Genérica,KM# 90,referencia,1
MLA2067297349,557,Moneda Perú 1 Sol 2010,Genérica,KM# 342,referencia,1
MLA2067297351,493,Moneda Canadá 25 Cents 2000,Genérica,25 Cents,valor facial (referencias distintas),12
MLA2067297353,306,Moneda Colombia 10 Centavos 1976,Genérica,KM. 253,referencia,1
MLA2067297355,889,Moneda Suecia 5 Ore 1942,Genérica,KM# 812,referencia,1
MLA2067297357,405,Moneda Estados Unidos 1/4 Dólar 1999,Genérica,1/4 Dólar,valor facial (referencias distintas),4
MLA2067297359,751,Moneda Argentina 10 Centavos 1915,Genérica,CJ# 104,referencia,1
MLA2067297363,780,Moneda Argentina 2 Centavos 1890,Genérica,CJ# 31,referencia,2
MLA2067297369,1302,Moneda Portugal 1 Centavo 1918,Genérica,KM# 565,referencia,1
MLA2067297371,911,Moneda Italia 20 Centesimi 1912,Genérica,KM# 44,referencia,1
MLA2067297383,985,Moneda Reino Unido 25 New Pence 1980,Genérica,KM# 921,referencia,2
MLA2067297385,1185,Moneda Gibraltar 1 Crown 1980,Genérica,KM# 11,referencia,1
MLA2067297393,1098,Moneda Canadá 1 Dólar 2025,Genérica,1 Dólar,valor facial (sin referencia),1
MLA2067297395,401,Moneda Perú 1 Sol 2024,Genérica,1 Sol,valor facial (referencias distintas),2
MLA2067297401,1199,Moneda Reino Unido 20 Pence 2015,Genérica,KM# 1111,referencia,1
MLA2067297415,801,Moneda Malawi 2 Tambala 1995,Genérica,KM# 24,referencia,1
MLA2067297425,1234,Moneda China 5 Yuan Ópera De Pekín 2023,Genérica,KM# 2841,referencia,1
MLA2067297427,514,Moneda Polonia 5 Groszy 1928,Genérica,Y# 10a,referencia,1
MLA2067297435,403,Moneda Perú 1 Sol 2025,Genérica,KM# 450,referencia,1
MLA2067297443,873,Moneda Egipto 1 Millieme 1972,Genérica,KM# A423,referencia,1
MLA2067297445,1275,Moneda Países Bajos 1 Gulden 2001,Genérica,KM# 205,referencia,1
MLA2067297447,227,Moneda Bélgica 25 Cents 1943,Genérica,KM# 132,referencia,2
MLA2067297449,899,Moneda Italia 20 Centesimi 1919,Genérica,KM# 58,referencia,1
MLA2067297453,420,Moneda Estados Unidos 1/4 Dólar 2003,Genérica,KM# 344,referencia,1
MLA2067297463,501,Moneda Argentina 50 Centavos 1996,Genérica,CJ# 5.4,referencia,1
MLA2067297465,703,Moneda Costa Rica 5 Céntimos 1978,Genérica,KM# 184.2,referencia,1
MLA2067297467,500,Moneda Canadá 25 Cents 2000,Genérica,25 Cents,valor facial (referencias distintas),12
MLA2067297469,1141,Moneda Serbia 2 Dinara 2009,Genérica,KM# 49,referencia,1
MLA2067297479,347,Moneda Francia 10 Francos 1949,Genérica,K. 1909,referencia,1
MLA2067297481,590,Moneda Argentina Blister 2 Pesos Malvinas 2012,Genérica,Blister 2 Pesos Malvinas,valor facial (sin referencia),1
MLA2067297483,805,Moneda Samoa 5 Sene 2006,Genérica,KM# 137,referencia,1
MLA2067297487,870,Moneda Liberia 5 Cents 2000,Genérica,KM# 474,referencia,2
MLA2067297489,1198,Moneda Reino Unido 20 Pence 2011,Genérica,KM# 1111,referencia,1
MLA2067297497,1056,Moneda Alemania 10 Reichspfennig 1940,Genérica,KM# 101,referencia,1
MLA2067297501,695,Moneda Paraguay 10 Céntimos 1944,Genérica,KM# 22,referencia,1
MLA2067297503,274,Moneda Arabia Saudita 10 Halalat 1972,Genérica,KM# 46,referencia,1
MLA2067297511,1014,Moneda Reino Unido Farthing 1951,Genérica,KM# 867,referencia,1
MLA2067297515,186,Moneda Uruguay 10 Centésimos 1994,Genérica,KM# 102,referencia,1
MLA2067297519,1227,Moneda China 10 Yuan Año Del Perro 2018,Genérica,KM# 2390,referencia,1
MLA2067297529,1324,Moneda Bolivia 1/2 Melgarejo 1865,Genérica,KM# 142,referencia,1
MLA2067297533,781,Moneda Bolivia 2 Bolivianos 2025,Genérica,KM# 225,referencia,1
MLA2067297535,416,Moneda Estados Unidos 1/4 Dólar 2001,Genérica,1/4 Dólar,valor facial (referencias distintas),7
MLA2067297547,1301,Moneda Italia 1 Soldo 1862,Genérica,C# 35.1,referencia,1
MLA2067297553,1279,Moneda Seychelles 1 Cent 2022,Genérica,KM# 176,referencia,1
MLA2067297559,1103,Moneda Canadá 5 Cents 1967,Genérica,KM# 66,referencia,1
MLA2067297561,636,Moneda Argentina 2 Centavos 1942,Genérica,CJ# 177,referencia,2
MLA2067297563,422,Moneda Estados Unidos 1/4 Dólar 2005,Genérica,1/4 Dólar,valor facial (referencias distintas),4
MLA2067297565,869,Moneda Islandia 10 Krónur 1980,Genérica,KM# 15,referencia,1
MLA2067297573,377,Moneda Estados Unidos 1 Dollar P 2000,Genérica,KM# 310,referencia,1
MLA2067297575,251,Moneda Colombia 1 Centavo 1974,Genérica,KM# 205a,referencia,1
MLA2067297579,390,Moneda Perú 1 Sol 2018,Genérica,1 Sol,valor facial (referencias distintas),4
MLA2067297589,1244,Moneda China 5 Yuan Ópera De Pekín (dan) 2024,Genérica,5 Yuan Ópera de Pekín (Dan),valor facial (sin referencia),1
MLA2067297595,821,Moneda Suecia 50 Ore 1931,Genérica,KM# 788,referencia,1
MLA2067297599,1102,Moneda Canadá 25 Cents 2004,Genérica,KM# 492,referencia,1
MLA2067297601,29,Moneda Estados Unidos Cent 1861,Genérica,KM# 90,referencia,1
MLA2067297721,151,Moneda Bolivia 10 Centavos 1892,Genérica,KM# 172,referencia,1
MLA2067297727,297,Moneda Reino Unido 2 Shillings 1949,Genérica,KM# 879,referencia,1
MLA2067297729,1238,Moneda Francia 5 Francs Pierre Mendès France 1992,Genérica,KM# 1006,referencia,1
MLA2067297731,1262,Moneda Francia 1/2 Franco Sembradora 1992,Genérica,KM# 931.1,referencia,1
MLA2067297737,950,Moneda Curazao 1 Cent 2025,Genérica,KM# 1,referencia,1
MLA2067297739,661,Moneda Reino Unido 6 Pence 1958,Genérica,KM# 903,referencia,1
MLA2067297741,597,Moneda Suiza 2 Francos 1969,Genérica,KM# 21a,referencia,1
MLA2067297743,684,Moneda Uruguay 5 Centésimos 1978,Genérica,KM# 73,referencia,1
MLA2067297745,735,Moneda Argentina 5 Centavos 1899,Genérica,CJ# 133,referencia,1
MLA2067297747,606,Moneda Noruega Ore 1929,Genérica,KM# 367,referencia,1
MLA2067297751,612,Moneda Argentina Centavo 1940,Genérica,CJ# 187,referencia,1
MLA2067297753,864,Moneda Dinamarca 2 Ore 1961,Genérica,KM# 840,referencia,1
MLA2067297755,664,Moneda Reino Unido 2 Shillings 1967,Genérica,KM# 906,referencia,1
MLA2067297757,1032,Moneda Ruanda 50 Francos 1977,Genérica,KM# 16,referencia,1
MLA2067297761,1214,Moneda Reino Unido 1 Penny 2004,Genérica,KM# 986,referencia,1
MLA2067297765,407,Moneda Estados Unidos 1/4 Dólar 1999,Genérica,1/4 Dólar,valor facial (referencias distintas),4
MLA2067297769,1029,Moneda Reino Unido 1/2 Penny 1920,Genérica,KM# 815,referencia,1
MLA2067297777,254,Moneda Argentina 20 Centavos 1936,Genérica,CJ# 83,referencia,3
MLA2067297781,1257,Moneda Brasil 1 Real 30 Años Del Plan Real 2024,Genérica,KM# 738,referencia,1
MLA2067297789,425,Moneda Estados Unidos 1/4 Dólar 2005,Genérica,1/4 Dólar,valor facial (referencias distintas),4
MLA2067297791,1223,Moneda Argentina 2 Centavos 1891,Genérica,2 Centavos,valor facial (referencias distintas),2
MLA2067297793,50,Moneda Argentina Centavo 1895,Genérica,CJ# 50,referencia,2
MLA2067297795,548,Moneda Argentina 2 Centavos 1883,Genérica,CJ# 25,referencia,2
MLA2067297801,1276,Moneda Hungría 10 Forint 2020,Genérica,KM# 848,referencia,1
MLA2067297803,393,Moneda Perú 1 Sol 2017,Genérica,1 Sol,valor facial (referencias distintas),3
MLA2067297805,558,Moneda Venezuela 5 Céntimos 1938,Genérica,Y# 27,referencia,1
MLA2067297809,1220,Moneda Argentina 2 Centavos 1885,Genérica,2 Centavos,valor facial (referencias distintas),2
MLA2067297811,1182,Moneda Islas Malvinas 50 Pence 1980,Genérica,KM# 15,referencia,1
MLA2067297813,1196,Moneda Reino Unido 20 Pence 2008,Genérica,KM# 1111,referencia,1
MLA2067297815,382,Moneda Estados Unidos 1/2 Dollar D 1976,Genérica,KM# 205,referencia,1
MLA2067297825,1314,Moneda Argentina 5 Centavos 1975,Genérica,CJ# 354,referencia,1
MLA2067297827,19,Moneda Argentina 2 Centavos 1891,Genérica,2 Centavos,valor facial (referencias distintas),2
MLA3919736464,927,Moneda Francia 10 Centimes 1919,Genérica,KM# 866,referencia,1
MLA3919736466,269,Moneda Suiza 5 Rappen 1889,Genérica,KM# 26,referencia,1
MLA3919736472,1013,Moneda Reino Unido Farthing 1946,Genérica,KM# 843,referencia,1
MLA3919736474,712,Moneda Chile 50 Escudos 1974,Genérica,KM# 201,referencia,1
MLA3919736480,734,Moneda Argentina 5 Centavos 1896,Genérica,CJ# 130,referencia,1
MLA3919736484,9,Moneda Francia 10 Francos 1965,Genérica,KM# 932,referencia,1
MLA3919736486,863,Moneda Dinamarca 5 Ore 1970,Genérica,KM# 848,referencia,1
MLA3919736488,839,Moneda Indias Orientales Neerlandesas 1/2 Cent 1857,Genérica,KM# 306,referencia,1
MLA3919736492,1256,Moneda Bosnia Y Herzegovina 20 Feniga 2025,Genérica,KM# 116,referencia,1
MLA3919736494,660,Moneda Reino Unido 6 Pence 1966,Genérica,KM# 903,referencia,1
MLA3919736496,1308,Moneda México 1 Centavo 1946,Genérica,KM# 415,referencia,1
MLA3919736498,1281,Moneda Belice 1 Dólar 2021,Genérica,KM# 119,referencia,1
MLA3919736500,971,Moneda Burundi 10 Francos 2011,Genérica,KM# 21,referencia,1
MLA3919736502,1026,Moneda Alemania 5 Euro G 2019,Genérica,KM# 380,referencia,1
MLA3919736504,1050,Moneda Luxemburgo 25 Centimes 1946,Genérica,KM# E43,referencia,1
MLA3919736506,1057,Moneda Alemania 1 Reichspfennig 1937,Genérica,KM# 89,referencia,1
MLA3919736508,996,Moneda Canadá Blister 25 Cents 2008,Genérica,KM# 775,referencia,1
MLA3919736510,718,Moneda Chile 20 Centavos 1942,Genérica,KM# 177,referencia,1
MLA3919736514,406,Moneda Estados Unidos 1/4 Dólar 1999,Genérica,1/4 Dólar,valor facial (referencias distintas),4
MLA3919736516,1269,Moneda Vanuatu 10 Vatu 2009,Genérica,KM# 6,referencia,1
MLA3919736520,1187,Moneda Gibraltar 1 Crown 1967,Genérica,KM# 4,referencia,1
MLA3919736522,553,Moneda Estados Unidos 1/4 Dólar (patina) 2016,Genérica,KM# 636,referencia,1
MLA3919736524,917,Moneda Japón 10 Yen 1972,Genérica,KM# 73.2,referencia,1
MLA3919736530,878,Moneda Dinamarca 10 Ore 1937,Genérica,KM# 822,referencia,1
MLA3919736532,994,Moneda Reino Unido Blister Primer Cono Decimal 1968,Genérica,Blister Primer Cono Decimal,valor facial (sin referencia),1
MLA3919736534,318,Moneda Polonia 10 Groszy 1923,Genérica,Y# 10,referencia,1
MLA3919736538,1193,Moneda Reino Unido 20 Pence 1993,Genérica,KM# 939,referencia,1
MLA3919736540,1250,Moneda Ecuador 25 Centavos Alberto Spencer 2023,Genérica,KM# 134,referencia,1
MLA3919736542,362,Moneda España 5 Céntimos 1870,Genérica,KM# 662,referencia,1
MLA3919736550,8,Moneda Argentina 2 Reales 1854,Genérica,CJ# 19,referencia,1
MLA3919736558,749,Moneda Argentina 10 Centavos 1919,Genérica,CJ# 107,referencia,1
MLA3919736560,639,Moneda Argentina 2 Centavos 1945,Genérica,CJ# 179,referencia,3
MLA3919736562,1264,Moneda China 5 Yuan Monte Taishan 2019,Genérica,KM# 2449,referencia,1
MLA3919736564,344,Moneda Tailandia 50 Satang 2018,Genérica,Y# 573,referencia,1
MLA3919736566,578,Moneda Bélgica 5 Centimes 1923,Genérica,KM# 66,referencia,1
MLA3919736568,361,Moneda México 20 Centavos 1946,Genérica,KM# 439,referencia,1
MLA3919736570,144,Moneda Guatemala 25 Centavos 1960,Genérica,KM# 263,referencia,1
MLA3919736572,511,Moneda Países Bajos 1 Cent 1927,Genérica,KM# 152,referencia,1
MLA3919736576,666,Moneda Reino Unido Penny 1913,Genérica,KM# 810,referencia,1
MLA3919736578,104,Moneda Argentina 5 Centavos 1934,Genérica,CJ# 164,referencia,1
MLA3919736580,1259,Moneda Líbano 25 Livres 2002,Genérica,KM# 40,referencia,1
MLA3919736582,387,Moneda Estados Unidos 1/2 Dollar D 1972,Genérica,KM# 202b,referencia,1
MLA3919736584,633,Moneda Argentina 2 Centavos 1941,Genérica,CJ# 176,referencia,3
MLA3919736586,1253,Moneda Francia 2 Francos Louis Pasteur 1995,Genérica,KM# 1119,referencia,1
MLA3919736588,413,Moneda Estados Unidos 1/4 Dólar 2001,Genérica,1/4 Dólar,valor facial (referencias distintas),7
MLA3919736590,51,Moneda Argentina Centavo 1895,Genérica,CJ# 50,referencia,2
MLA3919736592,265,Moneda Suiza 20 Rappen 1883,Genérica,KM# 29,referencia,1
MLA3919736594,662,Moneda Reino Unido Shilling 1966,Genérica,KM# 904,referencia,1
MLA3919736600,645,Moneda Argentina 2 Centavos 1947,Genérica,CJ# 181,referencia,2
MLA3919736622,7,Moneda Argentina 2 Reales 1860,Genérica,CJ# 23,referencia,1
MLA3919736624,1087,Moneda Chile 100 Pesos 2025,Genérica,100 Pesos,valor facial (referencias distintas),2
MLA3919736626,1178,Moneda Tristán De Acuña 1 Crown 1978,Genérica,KM# 2,referencia,1
MLA3919736630,773,Moneda Argentina 20 Centavos 1905,Genérica,CJ# 56,referencia,2
MLA3919736634,1215,Moneda Reino Unido 1 Pound 2016,Genérica,KM# 1378,referencia,1
MLA3919736636,686,Moneda Uruguay 2 Centésimos 1909,Genérica,KM# 20,referencia,1
MLA3919736642,738,Moneda Argentina 5 Centavos 1904,Genérica,CJ# 135,referencia,2
MLA3919736646,479,Moneda Estados Unidos 1/4 Dólar 2021,Genérica,KM# 758,referencia,2
MLA3919736648,396,Moneda Perú 1 Sol 2018,Genérica,1 Sol,valor facial (referencias distintas),4
MLA3919736650,1131,Moneda Bangladés 25 Poisha 1980,Genérica,KM# 12,referencia,1
MLA3919736652,262,Moneda Suiza 10 Rappen 1883,Genérica,KM# 27,referencia,1
MLA3919736656,904,Moneda Italia 5 Centesimi 1938,Genérica,KM# 73,referencia,1
MLA3919736662,959,Moneda Rusia 10 Rublos 2015,Genérica,KM# 998,referencia,1
MLA3919736666,598,Moneda Antillas Holandesas 1 Gulden 1971,Genérica,KM# 12,referencia,1
MLA3919736668,490,Moneda Canadá 25 Cents 2000,Genérica,25 Cents,valor facial (referencias distintas),12
MLA3919736670,668,Moneda Reino Unido Penny 1906,Genérica,KM# 794.2,referencia,1
MLA3919736672,1040,Moneda Congo Belga Y Ruanda-urundi 1 Franco 1959,Genérica,KM# 4,referencia,1
MLA3919736676,296,Moneda Perú 1/2 Sol 1965,Genérica,KM# 242,referencia,1
MLA3919736678,1297,Moneda Dinamarca 5 Øre 1894,Genérica,KM# 794.2,referencia,1
MLA3919736682,650,Moneda Argentina 2 Centavos 1949,Genérica,CJ# 183,referencia,2
MLA3919736688,720,Moneda Chile 20 Centavos 1946,Genérica,KM# 177,referencia,1
MLA3919736694,252,Moneda Colombia 1 Centavo 1976,Genérica,KM# 205a,referencia,1
MLA3919736698,901,Moneda Italia 10 Centesimi 1866,Genérica,KM# 11,referencia,1
MLA3919736700,1254,Moneda Francia 2 Francos Jean Moulin 1993,Genérica,KM# 1062,referencia,1
MLA3919736702,669,Moneda Brasil 100 Reis 1901,Genérica,KM# 503,referencia,1
MLA3919736708,628,Moneda Argentina 2 Centavos 1939,Genérica,CJ# 174,referencia,3
MLA3919736710,316,Moneda Austria 10 Groschen 1949,Genérica,KM 2874,referencia,1
MLA3919736714,1213,Moneda Reino Unido 1 Penny 2002,Genérica,KM# 986,referencia,1
MLA3919736718,40,Moneda Argentina 10 Centavos 1931,Genérica,CJ# 119,referencia,3
MLA3919736722,803,Moneda Ruanda 1 Franco 2003,Genérica,KM# 32,referencia,1
MLA3919736724,696,Moneda Paraguay 10 Céntimos 1947,Genérica,KM# 22,referencia,1
MLA3919736730,30,Moneda Estados Unidos Cent 1864,Genérica,KM# 90,referencia,1
MLA3919736734,648,Moneda Argentina 2 Centavos 1948,Genérica,CJ# 182,referencia,2
MLA3919736738,769,Moneda Argentina 20 Centavos 1911,Genérica,CJ# 62,referencia,2
MLA3919736746,764,Moneda Argentina 20 Centavos 1916,Genérica,CJ# 67,referencia,2
MLA3919736752,351,Moneda Egipto Qirsh 1984,Genérica,KM# 553,referencia,1
MLA3919736756,1305,Moneda Suecia 10 Øre 1955,Genérica,KM# 823,referencia,1
MLA3919736760,1318,Moneda Jamaica 10 Dólares 2000,Genérica,KM# 181,referencia,1
MLA3919736764,1315,Moneda Argentina 1 Peso 1983,Genérica,CJ# 366,referencia,1
MLA3919736768,1221,Moneda Argentina 2 Centavos 1889,Genérica,KM# 33,referencia,1
MLA3919736778,837,Moneda Indias Orientales Neerlandesas Cent 1856,Genérica,KM# 307.1,referencia,1
MLA3919736782,745,Moneda Argentina 5 Centavos 1941,Genérica,CJ# 171,referencia,1
MLA3919736784,763,Moneda Argentina 20 Centavos 1916,Genérica,CJ# 67,referencia,2
MLA3919736792,418,Moneda Estados Unidos 1/4 Dólar 2001,Genérica,1/4 Dólar,valor facial (referencias distintas),7
MLA3919736794,1245,Moneda Canadá 1 Dólar Centenario De Manitoba 1970,Genérica,KM# 78,referencia,1
MLA3919736796,525,Moneda Estados Unidos 1/4 Dólar (descentrada) 1999,Genérica,KM# 297,referencia,1
MLA3919736800,201,Moneda Paraguay 2 Centesimos 1870,Genérica,KM# 3,referencia,1
MLA3919736802,775,Moneda Argentina 20 Centavos 1896,Genérica,CJ# 52,referencia,2
MLA3919736810,421,Moneda Estados Unidos 1/4 Dólar 2004,Genérica,KM# 356,referencia,1
MLA3919736812,504,Moneda Argentina 50 Centavos 2000,Genérica,50 Centavos,valor facial (referencias distintas),2
MLA3919736816,389,Moneda Estados Unidos 1/2 Dollar D 2022,Genérica,KM# 202b,referencia,1
MLA3919736818,1313,Moneda Canadá 1 Cent 1919,Genérica,KM# 21,referencia,1
MLA3919736824,1137,Moneda Alemania 1 Deutsche Mark G 1984,Genérica,KM# 110,referencia,1
MLA3919736826,1235,Moneda Samoa 1 Sene Lori Corona Azul 2020,Genérica,KM# 504,referencia,1
MLA3919736828,439,Moneda Estados Unidos 5 Cents 1888,Genérica,KM# 112,referencia,1
MLA3919736832,427,Moneda Estados Unidos 1/4 Dólar 2006,Genérica,1/4 Dólar,valor facial (referencias distintas),2
MLA3919736834,1296,Moneda Dinamarca 2 Øre 1874,Genérica,KM# 793.1,referencia,1
MLA3919736836,1231,Moneda Sri Lanka 20 Rupees Banco Central 2020,Genérica,KM# 226,referencia,1
MLA3919736838,1190,Moneda Gibraltar 1 Crown 1991,Genérica,KM# 85,referencia,1
MLA3919736840,850,Moneda Turquía Kurus 2022,Genérica,Kurus,valor facial (referencias distintas),4
MLA3919736844,242,Moneda Marruecos 2 Falus -1863 1861,Genérica,C# 163.2,referencia,1
MLA3919736848,556,Moneda Reino Unido Penny 1921,Genérica,KM# 810,referencia,2
MLA3919736850,561,Moneda Noruega 10 Øre 1957,Genérica,KM# 396,referencia,1
MLA3919736854,747,Moneda Argentina 10 Centavos 1935,Genérica,CJ# 122,referencia,2
MLA3919736862,1243,Moneda Canadá 2 Dólares Torre Cn (coloreada) 2026,Genérica,2 Dólares Torre CN (Coloreada),valor facial (sin referencia),1
MLA3919736868,157,Moneda Portugal 5 Centavos 1927,Genérica,KM# 572,referencia,1
MLA3919736870,1188,Moneda Gibraltar 1 Crown 1970,Genérica,KM# 4,referencia,1
MLA3919736878,676,Moneda Brasil Centavo 1998,Genérica,KM# 647,referencia,1
MLA3919736880,765,Moneda Argentina 20 Centavos 1914,Genérica,CJ# 65,referencia,1
MLA3919736884,986,Moneda Reino Unido 25 New Pence 1980,Genérica,KM# 921,referencia,2
MLA3919736894,717,Moneda Paraguay 2 Pesos 1938,Genérica,KM# 17,referencia,1
MLA3919736896,657,Moneda Perú 10 Soles 1971,Genérica,KM# 255,referencia,1
MLA3919736900,757,Moneda Argentina 10 Centavos 1897,Genérica,CJ# 91,referencia,2
MLA3919736902,523,Moneda España 25 Céntimos 1925,Genérica,KM# 740,referencia,1
MLA3919736908,1203,Moneda Reino Unido 5 Pence 1991,Genérica,KM# 937b,referencia,1
MLA3919736910,599,Moneda Antillas Holandesas 1 Gulden 1970,Genérica,KM# 12,referencia,1
MLA3919736912,1320,Moneda Nueva Zelanda 50 Cents 2006,Genérica,KM# 119,referencia,1
MLA3919736916,630,Moneda Argentina 2 Centavos 1940,Genérica,CJ# 175,referencia,2
MLA3919736918,309,Moneda Suiza 10 Rappen 1970,Genérica,KM# 27,referencia,1
MLA3919736920,263,Moneda Suiza 10 Rappen 1884,Genérica,KM# 27,referencia,1
MLA3919736922,1280,Moneda Belice 10 Cents 2020,Genérica,KM# 35,referencia,1
MLA3919736926,376,Moneda Estados Unidos 1 Dollar P 2007,Genérica,KM# 402,referencia,1
MLA3919736928,631,Moneda Argentina 2 Centavos 1940,Genérica,CJ# 175,referencia,2
MLA3919736932,685,Moneda Uruguay 2 Centésimos 1901,Genérica,KM# 20,referencia,1
MLA3919736936,1298,Moneda Francia 10 Francos 1987,Genérica,KM# 961d,referencia,1
MLA3919736940,1260,Moneda Indonesia 50 Sen Diponegoro 1955,Genérica,KM# 10,referencia,1
MLA3919736942,691,Moneda Uruguay Centésimo 1924,Genérica,KM# 19,referencia,1
MLA3919736944,1255,Moneda Siria 25 Libras 2003,Genérica,KM# 131,referencia,1
MLA3919736948,715,Moneda Paraguay 20 Centavos 1938,Genérica,KM# 15,referencia,1
MLA3919736950,754,Moneda Argentina 10 Centavos 1908,Genérica,CJ# 97,referencia,1
MLA3919736954,1206,Moneda Reino Unido 5 Pence 2012,Genérica,KM# 1109d,referencia,1
MLA3919736956,787,Moneda Costa Rica 25 Colones 2023,Genérica,25 Colones,valor facial (referencias distintas),3
MLA3919736958,807,Moneda Argentina 20 Centavos 1908,Genérica,CJ# 59,referencia,1
MLA3919736960,1251,Moneda Canadá 1 Dólar Elsie Macgill (coloreada) 2023,Genérica,KM# 3344,referencia,1
MLA3919736962,325,Moneda Países Bajos Cent 1878,Genérica,KM# 107.1,referencia,1
