id,titulo,precio_usd,precio_web_ars,precio_ml,envio_gratis,neto_estimado,margen,corregido_si_no
1242,Moneda Isla de Pascua 1 Peso Moai 2021,3.0,4620.0,9000,no,7560.0,2940.0,no
1243,Moneda Canadá 2 Dólares Torre CN (Coloreada) 2026,5.5,8470.0,14000,no,11760.0,3290.0,no
1244,Moneda China 5 Yuan Ópera de Pekín (Dan) 2024,6.0,9240.0,15000,no,12600.0,3360.0,no
1245,Moneda Canadá 1 Dólar Centenario de Manitoba 1970,4.0,6160.0,11000,no,9240.0,3080.0,no
1246,Moneda Canadá 1 Dólar Centenario de Columbia Británica 1971,4.0,6160.0,11000,no,9240.0,3080.0,no
1247,Moneda Gambia 1 Dalasi Pez Tigre 2011,4.0,6160.0,11000,no,9240.0,3080.0,no
1248,Moneda Mónaco 5 Francos 1945,5.0,7700.0,13000,no,10920.0,3220.0,no
1250,Moneda Ecuador 25 Centavos Alberto Spencer 2023,3.0,4620.0,9000,no,7560.0,2940.0,no
1251,Moneda Canadá 1 Dólar Elsie MacGill (Coloreada) 2023,3.5,5390.0,10000,no,8400.0,3010.0,no
1253,Moneda Francia 2 Francos Louis Pasteur 1995,4.0,6160.0,11000,no,9240.0,3080.0,no
1254,Moneda Francia 2 Francos Jean Moulin 1993,4.0,6160.0,11000,no,9240.0,3080.0,no
1255,Moneda Siria 25 Libras 2003,3.5,5390.0,10000,no,8400.0,3010.0,no
1256,Moneda Bosnia y Herzegovina 20 Feniga 2025,2.0,3080.0,7000,no,5880.0,2800.0,no
1257,Moneda Brasil 1 Real 30 Años del Plan Real 2024,2.0,3080.0,7000,no,5880.0,2800.0,no
1258,Moneda San Martín 5 Cents 2025,2.5,3850.0,8000,no,6720.0,2870.0,no
1259,Moneda Líbano 25 Livres 2002,2.0,3080.0,7000,no,5880.0,2800.0,no
1260,Moneda Indonesia 50 Sen Diponegoro 1955,2.0,3080.0,7000,no,5880.0,2800.0,no
1261,Moneda Chipre 1 Cent 1998,2.0,3080.0,7000,no,5880.0,2800.0,no
1262,Moneda Francia 1/2 Franco Sembradora 1992,5.0,7700.0,13000,no,10920.0,3220.0,no
1263,Moneda Líbano 1 Piastra 1955,5.5,8470.0,14000,no,11760.0,3290.0,no
1264,Moneda China 5 Yuan Monte Taishan 2019,5.5,8470.0,14000,no,11760.0,3290.0,no
1265,Moneda Isla de Pascua 1 Peso Moai (Aluminio) 2021,3.0,4620.0,9000,no,7560.0,2940.0,no
1268,Moneda Argentina Blister 1 Peso 2023,150.0,231000.0,301000,si,252840.0,21840.0,no
1269,Moneda Vanuatu 10 Vatu 2009,3.0,4620.0,9000,no,7560.0,2940.0,no
1270,Moneda Yemen 5 Rials 2004,3.5,5390.0,10000,no,8400.0,3010.0,no
1271,Moneda Maldivas 10 Laari 2012,2.5,3850.0,8000,no,6720.0,2870.0,no
1274,Moneda Tayikistán 1 Somoni 2025,4.0,6160.0,11000,no,9240.0,3080.0,no
1275,Moneda Países Bajos 1 Gulden 2001,4.5,6930.0,12000,no,10080.0,3150.0,no
1276,Moneda Hungría 10 Forint 2020,3.0,4620.0,9000,no,7560.0,2940.0,no
1277,Moneda Canadá 1 Dólar 1973,4.0,6160.0,11000,no,9240.0,3080.0,no
1279,Moneda Seychelles 1 Cent 2022,2.5,3850.0,8000,no,6720.0,2870.0,no
1280,Moneda Belice 10 Cents 2020,2.5,3850.0,8000,no,6720.0,2870.0,no
1281,Moneda Belice 1 Dólar 2021,4.0,6160.0,11000,no,9240.0,3080.0,no
1282,Moneda Turquía 10 Kuruş 2023,2.0,3080.0,7000,no,5880.0,2800.0,no
1283,Moneda Argentina 1 Centavo 1974,2.0,3080.0,7000,no,5880.0,2800.0,no
1285,Moneda Canadá 1 Dólar 2026,3.0,4620.0,9000,no,7560.0,2940.0,no
1287,Moneda Canadá 10 Cents 2021,2.5,3850.0,8000,no,6720.0,2870.0,no
1288,Moneda Canadá 10 Cents 2021,2.0,3080.0,7000,no,5880.0,2800.0,no
1289,Moneda Argentina 50 Centavos 1883,65.0,100100.0,124000,no,104160.0,4060.0,no
1294,Moneda Estados Unidos 1/2 Dólar Kennedy 1967,10.0,15400.0,22000,no,18480.0,3080.0,no
1295,Moneda Dinamarca 1 Øre 1918,8.0,12320.0,18000,no,15120.0,2800.0,no
1296,Moneda Dinamarca 2 Øre 1874,6.0,9240.0,15000,no,12600.0,3360.0,no
1297,Moneda Dinamarca 5 Øre 1894,7.0,10780.0,16000,no,13440.0,2660.0,no
1298,Moneda Francia 10 Francos 1987,4.5,6930.0,12000,no,10080.0,3150.0,no
1299,Moneda Francia 25 Céntimos 1903,6.0,9240.0,15000,no,12600.0,3360.0,no
1300,Moneda Países Bajos 1 Cent 1902,6.0,9240.0,15000,no,12600.0,3360.0,no
1301,Moneda Italia 1 Soldo 1862,13.0,20020.0,28000,no,23520.0,3500.0,no
1302,Moneda Portugal 1 Centavo 1918,8.0,12320.0,18000,no,15120.0,2800.0,no
1303,Moneda San Marino 100 Liras 1978,5.5,8470.0,14000,no,11760.0,3290.0,no
1304,Moneda San Marino 100 Liras 1985,5.5,8470.0,14000,no,11760.0,3290.0,no
1305,Moneda Suecia 10 Øre 1955,3.5,5390.0,10000,no,8400.0,3010.0,no
1306,Moneda Suiza 2 Rappen 1893,10.0,15400.0,22000,no,18480.0,3080.0,no
1307,Moneda Uruguay 2 Centésimos 1869,12.0,18480.0,26000,no,21840.0,3360.0,no
1308,Moneda México 1 Centavo 1946,4.0,6160.0,11000,no,9240.0,3080.0,no
1309,Moneda Perú 1 Centavo 1946,5.5,8470.0,14000,no,11760.0,3290.0,no
1310,Moneda Perú 2 Centavos 1863,12.0,18480.0,26000,no,21840.0,3360.0,no
1311,Moneda Venezuela 25 Céntimos 1954,5.0,7700.0,13000,no,10920.0,3220.0,no
1312,Moneda Estados Unidos 1/2 Dólar Kennedy 1968,10.0,15400.0,22000,no,18480.0,3080.0,no
1313,Moneda Canadá 1 Cent 1919,9.0,13860.0,20000,no,16800.0,2940.0,no
1314,Moneda Argentina 5 Centavos 1975,4.0,6160.0,11000,no,9240.0,3080.0,no
1315,Moneda Argentina 1 Peso 1983,10.0,15400.0,22000,no,18480.0,3080.0,no
1316,Moneda Argentina 10 Centavos 1883,22.0,33880.0,44000,no,36960.0,3080.0,no
1317,Moneda Imperio Otomano 10 Para 1900,12.0,18480.0,26000,no,21840.0,3360.0,no
1318,Moneda Jamaica 10 Dólares 2000,3.0,4620.0,9000,no,7560.0,2940.0,no
1319,Moneda Costa Rica 50 Céntimos 1983,2.0,3080.0,7000,no,5880.0,2800.0,no
1320,Moneda Nueva Zelanda 50 Cents 2006,2.5,3850.0,8000,no,6720.0,2870.0,no
1321,Moneda México 1 Centavo 1945,4.0,6160.0,11000,no,9240.0,3080.0,no
1322,Moneda Argentina 20 Centavos 1883,25.0,38500.0,50000,no,42000.0,3500.0,no
1324,Moneda Bolivia 1/2 Melgarejo 1865,20.0,30800.0,40000,no,33600.0,2800.0,no
1325,Moneda Estados Unidos 1 Dólar Peace 1922,55.0,84700.0,105000,no,88200.0,3500.0,no
